state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,yeildpercol,CO,NO2,Ozone,PM10,PM2.5,SO2
Texas,84000.0,71.0,5964000.0,954000.0,0.86,5129000.0,2005,,34.25,36.00760456273764,56.68869565217391,61.61864406779661,45.31463009143807,70.08070175438597
Utah,24000.0,45.0,1080000.0,346000.0,0.95,1026000.0,2005,,51.5,38.14370370370371,58.676540284360186,19.927007299270077,48.38333333333333,57.56521739130435
Vermont,6000.0,91.0,546000.0,169000.0,1.12,612000.0,2005,,10.0,21.84322033898305,40.219600725952816,16.838709677419356,49.49767441860465,43.8
Virginia,8000.0,37.0,296000.0,59000.0,2.2,651000.0,2005,,7.856031128404669,28.30809205642168,53.4079277471149,20.481012658227847,51.61534246575342,37.590673575129536
Washington,51000.0,55.0,2805000.0,1935000.0,1.01,2833000.0,2005,,20.770642201834864,27.346938775510203,35.730899830220714,28.438388625592417,33.63428867851122,49.142857142857146
West Virginia,8000.0,51.0,408000.0,102000.0,1.29,526000.0,2005,,,,49.64157303370786,29.93103448275862,59.18061224489796,60.72477693891558
Wisconsin,64000.0,83.0,5312000.0,2922000.0,1.14,6056000.0,2005,,45.0,34.086021505376344,50.32413509060955,19.642857142857142,50.94344703770197,34.141119221411195
Wyoming,40000.0,56.0,2240000.0,291000.0,0.89,1994000.0,2005,,2.6,23.88938053097345,49.31382527565734,24.79175550817342,23.667396061269148,19.32386363636364
Alabama,11000.0,72.0,792000.0,230000.0,1.21,958000.0,2006,,82.5625,,54.64368556701031,35.73103448275862,53.89441930618401,52.68421052631579
Arizona,30000.0,65.0,1950000.0,839000.0,0.91,1775000.0,2006,,,55.97826086956522,60.44539078156313,77.33238837703756,30.026785714285715,92.99539170506912
Arkansas,32000.0,76.0,2432000.0,730000.0,0.89,2164000.0,2006,,,33.53846153846154,48.93887362637363,,48.56310679611651,10.122047244094489
California,380000.0,52.0,19760000.0,7706000.0,0.97,19167000.0,2006,,48.69230769230769,39.650238473767885,60.09246110889509,88.02875816993465,60.67203591233166,69.10666666666667
Colorado,36000.0,75.0,2700000.0,1458000.0,1.04,2808000.0,2006,,16.17241379310345,47.895833333333336,56.514270032930845,23.372675828617623,33.57988165680474,49.77777777777778
Florida,170000.0,81.0,13770000.0,1790000.0,1.0,13770000.0,2006,,23.0,39.16,47.31496337635159,23.13854595336077,49.03035844915874,43.680851063829785
Georgia,63000.0,74.0,4662000.0,746000.0,1.2,5594000.0,2006,,,20.08219178082192,62.46925665341083,16.333333333333332,54.2627824019025,37.98011363636363
Hawaii,10000.0,93.0,930000.0,233000.0,1.21,1125000.0,2006,,12.9375,21.8,24.73722627737226,15.887966804979254,20.05521472392638,69.76608187134502
Idaho,95000.0,44.0,4180000.0,2592000.0,0.97,4055000.0,2006,,13.333333333333334,18.55555555555556,61.123493975903614,19.318267419962336,31.47977022977023,24.56716417910448
Illinois,10000.0,66.0,660000.0,356000.0,2.14,1412000.0,2006,,17.35,48.625,38.34201507882111,24.70539419087137,54.80304471931494,43.28997093023256
Indiana,7000.0,54.0,378000.0,125000.0,1.58,597000.0,2006,,14.333333333333334,22.03112840466926,50.80496173132753,27.34090909090909,50.939961759082216,36.60230946882217
Iowa,26000.0,84.0,2184000.0,1441000.0,1.37,2992000.0,2006,,5.6,28.12244897959184,41.660614525139664,30.10288582183187,44.7667638483965,34.1727115716753
Kansas,14000.0,55.0,770000.0,246000.0,1.17,901000.0,2006,,44.85714285714285,34.701219512195124,47.84340044742729,27.37853107344633,41.74563591022444,48.77777777777778
Kentucky,5000.0,56.0,280000.0,70000.0,2.19,613000.0,2006,,,24.90745501285347,48.128254750175934,16.65972222222222,52.63577023498694,35.225806451612904
Louisiana,30000.0,90.0,2700000.0,675000.0,0.9,2430000.0,2006,,,36.76543209876543,51.07430488974113,53.75,51.92697594501718,74.4090909090909
Maine,11000.0,23.0,253000.0,86000.0,1.6,405000.0,2006,,,31.34065934065934,37.59139784946237,23.152380952380952,37.47058823529412,33.1578947368421
Michigan,72000.0,55.0,3960000.0,2099000.0,1.15,4554000.0,2006,,4.99,28.45045045045045,45.38458100558659,41.18181818181818,46.27570093457944,37.76569037656904
Minnesota,125000.0,80.0,10000000.0,3300000.0,0.94,9400000.0,2006,,8.346153846153847,24.96923076923077,44.01048118151501,27.548387096774192,35.29085714285714,15.83431952662722
Mississippi,14000.0,98.0,1372000.0,453000.0,0.93,1276000.0,2006,,,35.0,57.77541729893778,,48.933457711442784,49.8235294117647
Missouri,15000.0,46.0,690000.0,117000.0,0.98,676000.0,2006,,11.0,35.751479289940825,59.37101313320826,40.258872651357,47.7519747235387,69.4733727810651
Montana,132000.0,79.0,10428000.0,1981000.0,0.95,9907000.0,2006,,10.149390243902438,24.714285714285715,38.72916666666666,24.84676258992806,33.620431115276475,45.97427652733119
Nebraska,47000.0,73.0,3431000.0,3843000.0,0.93,3191000.0,2006,,12.62264150943396,,37.80597014925373,32.870370370370374,36.38613861386138,59.95238095238095
Nevada,9000.0,37.0,333000.0,50000.0,3.62,1205000.0,2006,,11.801980198019802,46.90196078431372,56.12590216519647,31.01260504201681,55.1,
New Jersey,9000.0,36.0,324000.0,152000.0,1.14,369000.0,2006,,7.75,39.24191063174114,51.01448722836447,54.42857142857143,55.867312072892936,36.39669421487604
New Mexico,7000.0,48.0,336000.0,104000.0,1.19,400000.0,2006,,9.333333333333334,41.15483870967742,55.5452876376989,54.656,18.973277074542896,64.97222222222223
New York,58000.0,64.0,3712000.0,2376000.0,1.3,4826000.0,2006,,11.439716312056738,38.91399082568808,40.31196581196581,,49.67380787836904,36.42265795206972
North Carolina,10000.0,50.0,500000.0,215000.0,1.57,785000.0,2006,,15.205128205128204,36.47619047619048,55.40420315236428,14.4,50.90414634146342,22.92121212121212
North Dakota,350000.0,74.0,25900000.0,7770000.0,0.91,23569000.0,2006,,,23.951219512195124,37.45261121856866,28.58823529411765,46.70588235294117,17.89864864864865
Ohio,14000.0,56.0,784000.0,282000.0,1.4,1098000.0,2006,,9.2,33.936,51.13563579277865,23.10392609699769,53.04543025120257,35.327396853665775
Oregon,46000.0,48.0,2208000.0,729000.0,1.05,2318000.0,2006,,16.316326530612244,31.2,42.51495448634591,31.113636363636363,32.23346540688814,21.0
Pennsylvania,28000.0,40.0,1120000.0,605000.0,1.63,1826000.0,2006,,12.333333333333334,30.16029292107405,50.58826619964974,31.26506024096385,56.90591490833621,49.08324974924774
South Dakota,225000.0,47.0,10575000.0,10575000.0,0.94,9941000.0,2006,,,25.5,44.05209222886422,26.305084745762716,39.71201814058957,1.0
Tennessee,7000.0,55.0,385000.0,58000.0,1.84,708000.0,2006,,,23.71578947368421,57.82886297376093,26.928571428571427,53.16430446194226,58.97630922693267
Texas,82000.0,70.0,5740000.0,976000.0,0.89,5109000.0,2006,,19.0,38.55241935483871,53.4340782122905,76.1896551724138,45.02942477876106,77.46945337620579
Utah,26000.0,50.0,1300000.0,299000.0,0.98,1274000.0,2006,,36.57142857142857,39.08704453441296,61.62762430939227,18.67692307692308,41.45207100591716,44.3
Vermont,6000.0,56.0,336000.0,144000.0,1.2,403000.0,2006,,6.333333333333333,19.37864077669903,36.06418918918919,15.163934426229508,43.527638190954775,33.306666666666665
Virginia,8000.0,42.0,336000.0,114000.0,2.2,739000.0,2006,,8.220588235294118,28.274525316455694,52.56494597839136,19.446236559139784,49.47325102880659,31.83055555555556
Washington,49000.0,52.0,2548000.0,1605000.0,1.24,3160000.0,2006,,14.98360655737705,25.5,40.31245339299031,29.25274725274725,34.09780490972854,44.142857142857146
West Virginia,6000.0,42.0,252000.0,68000.0,2.02,509000.0,2006,,,,48.293406593406594,35.388888888888886,54.48858447488585,59.06774441878368
Wisconsin,64000.0,93.0,5952000.0,2500000.0,1.12,6666000.0,2006,,,31.94047619047619,41.7805698456668,17.024242424242424,50.17962003454232,33.640586797066014
Wyoming,39000.0,85.0,3315000.0,497000.0,0.98,3249000.0,2006,,2.0,23.176470588235293,52.4608195542775,28.99638663053297,24.745173745173744,18.42672413793104
Alabama,11000.0,56.0,616000.0,209000.0,1.49,918000.0,2007,,78.52631578947368,,56.73684210526316,41.88194444444444,55.8755236385398,58.6
Arizona,30000.0,64.0,1920000.0,902000.0,1.26,2419000.0,2007,,,50.41025641025641,58.41388308977035,69.12482946793997,34.285276073619634,93.44915254237289
Arkansas,28000.0,80.0,2240000.0,672000.0,0.95,2128000.0,2007,,,30.873015873015877,45.37110980622431,31.0,50.01019367991845,8.644787644787645
California,340000.0,40.0,13600000.0,3672000.0,1.04,14144000.0,2007,,25.33333333333333,41.69076305220884,55.90545305453055,84.63840830449827,64.28472522717438,64.97297297297297
Colorado,31000.0,51.0,1581000.0,838000.0,1.15,1818000.0,2007,,17.772727272727273,49.1219512195122,56.186960472512496,24.523852385238524,36.08651026392962,87.75
Florida,160000.0,71.0,11360000.0,1363000.0,0.99,11246000.0,2007,,21.875,38.625,44.33947791661512,24.204954954954957,49.01627176705681,35.57536231884058
Georgia,60000.0,58.0,3480000.0,522000.0,1.19,4141000.0,2007,,,18.13071895424837,61.391158536585365,24.55,54.57686842853083,41.324414715719065
Hawaii,10000.0,92.0,920000.0,285000.0,1.7,1564000.0,2007,,9.0,18.852941176470587,21.040983606557376,23.107579462102688,23.46153846153846,80.21315789473684
Idaho,92000.0,41.0,3772000.0,1848000.0,1.15,4338000.0,2007,,10.363636363636363,18.33333333333333,51.26652892561984,18.27729257641921,32.283076923076926,20.93521594684385
Illinois,9000.0,63.0,567000.0,374000.0,2.49,1412000.0,2007,,7.714285714285714,65.29113924050633,44.28052491441613,40.60227272727273,54.76230228471002,43.437553101104506
Indiana,8000.0,53.0,424000.0,119000.0,1.5,636000.0,2007,,12.0,21.847457627118644,62.94085876316501,32.27439024390244,53.7496663997865,37.60703456640388
Iowa,26000.0,81.0,2106000.0,1221000.0,1.31,2759000.0,2007,,8.4375,22.727272727272727,45.00073691967575,34.213058419243985,49.55121227115289,47.063291139240505
Kansas,14000.0,40.0,560000.0,196000.0,1.18,661000.0,2007,,31.0,33.136,41.90837282780411,27.783625730994157,48.18666666666667,31.87878787878788
Kentucky,4000.0,61.0,244000.0,54000.0,2.12,517000.0,2007,,,25.253164556962027,59.48541402427976,18.79245283018868,51.236698785085885,36.37707641196013
Louisiana,29000.0,89.0,2581000.0,413000.0,1.08,2787000.0,2007,,,34.979166666666664,46.23519417475728,52.0,47.17255717255717,89.46521739130435
Maine,9000.0,26.0,234000.0,59000.0,1.32,309000.0,2007,,1.0,,38.534580960130185,28.39449541284404,35.333333333333336,22.428571428571427
Michigan,72000.0,64.0,4608000.0,2350000.0,1.19,5484000.0,2007,,4.614678899082569,30.328767123287676,52.22302646460077,47.75,45.18298969072165,35.77560975609756
Minnesota,130000.0,68.0,8840000.0,2564000.0,1.04,9194000.0,2007,,9.72222222222222,24.921875,41.95681707908782,36.61904761904762,38.72935535428876,9.811764705882354
Mississippi,15000.0,92.0,1380000.0,166000.0,0.91,1256000.0,2007,,,,54.85805277525023,,48.69718698290127,41.53846153846154
Missouri,14000.0,46.0,644000.0,148000.0,1.12,721000.0,2007,,10.166666666666666,32.15976331360947,62.2061805890874,28.37129840546697,50.85587113183552,63.6030534351145
Montana,135000.0,68.0,9180000.0,2479000.0,0.99,9088000.0,2007,,8.273026315789474,48.66666666666666,35.92142857142857,23.680762852404644,36.57672170761176,50.53941908713693
Nebraska,45000.0,49.0,2205000.0,1477000.0,1.03,2271000.0,2007,,10.553398058252426,,34.824675324675326,30.230978260869566,41.66518847006652,83.72222222222223
Nevada,10000.0,28.0,280000.0,67000.0,2.99,837000.0,2007,,11.997938144329895,43.235772357723576,55.0744920993228,32.02235469448584,49.07142857142857,
New Jersey,9000.0,57.0,513000.0,185000.0,1.96,1005000.0,2007,,7.025477707006369,36.56,53.8981406628941,45.285714285714285,54.32786885245902,27.26923076923077
New Mexico,6000.0,59.0,354000.0,138000.0,1.42,503000.0,2007,,7.166666666666667,39.94736842105263,51.64175506268081,54.81558441558442,22.622196664749858,70.66666666666667
New York,53000.0,57.0,3021000.0,1843000.0,1.38,4169000.0,2007,,8.0,42.00428265524625,45.06379765949415,,50.98102893890675,47.53179190751445
North Carolina,12000.0,45.0,540000.0,76000.0,2.49,1345000.0,2007,,11.136363636363637,37.02857142857143,61.63374831763122,13.333333333333334,49.7792276964048,25.96448598130841
North Dakota,420000.0,74.0,31080000.0,9013000.0,0.96,29837000.0,2007,,,26.73333333333333,34.62257425742574,25.60377358490566,42.993197278911566,21.40485829959514
Ohio,14000.0,61.0,854000.0,376000.0,1.77,1512000.0,2007,,8.53169014084507,32.51327433628319,57.75414446417999,25.88131313131313,55.70336718332442,33.5427897574124
Oregon,46000.0,43.0,1978000.0,1088000.0,1.31,2591000.0,2007,,,33.333333333333336,36.3470757430489,24.33333333333333,33.40069247717973,
Pennsylvania,25000.0,42.0,1050000.0,326000.0,1.7,1785000.0,2007,,32.666666666666664,28.572690763052208,55.43586678052946,31.633663366336634,57.79333333333334,47.40343347639485
South Dakota,255000.0,52.0,13260000.0,10608000.0,1.02,13525000.0,2007,,,30.0,39.1676970633694,27.91614906832298,38.27191011235955,55.66666666666666
Tennessee,7000.0,65.0,455000.0,114000.0,1.99,905000.0,2007,,,23.443946188340806,66.1916403785489,34.76923076923077,53.39912706110572,63.685251798561154
Texas,105000.0,82.0,8610000.0,1550000.0,0.96,8266000.0,2007,,14.333333333333334,38.94736842105263,45.88071825566482,65.98148148148148,45.08831749580772,67.8252427184466
Utah,28000.0,42.0,1176000.0,270000.0,1.13,1329000.0,2007,,72.4,39.52057613168724,61.994683678894205,59.63157894736842,47.05622489959839,45.06666666666667
Vermont,5000.0,64.0,320000.0,96000.0,1.7,544000.0,2007,,9.0,20.326829268292684,38.11942675159236,13.966666666666669,48.52873563218391,32.375
Virginia,6000.0,46.0,276000.0,63000.0,2.43,671000.0,2007,,5.833333333333333,27.14763948497854,55.834620626987736,19.93103448275862,48.33996856993191,36.32718894009216
Washington,46000.0,44.0,2024000.0,648000.0,1.25,2530000.0,2007,,18.3,47.93333333333333,36.33709817549956,26.738170347003155,32.32234973298489,75.5
West Virginia,6000.0,48.0,288000.0,95000.0,2.09,602000.0,2007,,,,55.35893155258765,42.68421052631579,56.34201954397394,63.0868085106383
Wisconsin,60000.0,84.0,5040000.0,3024000.0,1.22,6149000.0,2007,,1.0,31.734177215189877,45.89404622013318,15.450704225352112,52.62929745889387,48.83792048929664
Wyoming,43000.0,80.0,3440000.0,894000.0,1.0,3440000.0,2007,,2.5,48.8875,49.40623477837311,31.55574182732607,25.454767726161368,10.34256926952141
Alabama,9000.0,66.0,594000.0,214000.0,1.9,1129000.0,2008,,74.38095238095238,,46.55374449339208,31.1231884057971,49.30652995143012,74.0909090909091
Arizona,25000.0,64.0,1600000.0,336000.0,1.26,2016000.0,2008,,,46.54639175257732,59.035960591133005,63.44318181818182,29.861035422343324,88.70503597122303
Arkansas,28000.0,75.0,2100000.0,525000.0,1.35,2835000.0,2008,,,32.79032258064516,40.33934120571784,,47.05607476635514,6.374045801526718
California,360000.0,51.0,18360000.0,4039000.0,1.39,25520000.0,2008,,31.0,41.68331562167906,60.68362506134468,62.96535433070866,63.72388698630137,84.0
Colorado,27000.0,45.0,1215000.0,656000.0,1.51,1835000.0,2008,,13.357142857142858,47.00769230769231,53.316494360902254,24.916063675832127,30.84271284271284,60.66666666666666
Florida,150000.0,79.0,11850000.0,1304000.0,1.32,15642000.0,2008,,,38.13636363636363,41.22935655012923,21.372602739726027,45.497585651874,34.511583011583014
Georgia,65000.0,71.0,4615000.0,369000.0,1.52,7015000.0,2008,,,17.70198675496689,53.62047440699126,20.56140350877193,50.26070118222584,36.49377593360996
Hawaii,10000.0,90.0,900000.0,225000.0,1.59,1431000.0,2008,,,22.46153846153846,24.04736842105263,20.204359673024523,28.9618320610687,167.9442970822281
Idaho,90000.0,40.0,3600000.0,1440000.0,1.46,5256000.0,2008,,15.0,,45.32,17.387096774193548,29.40461792193513,21.131782945736436
Illinois,8000.0,56.0,448000.0,116000.0,2.59,1160000.0,2008,,9.909090909090908,63.75342465753425,37.045039908779934,36.12,50.81989866421005,38.50608695652174
Indiana,7000.0,67.0,469000.0,150000.0,1.68,788000.0,2008,,8.0,18.33888888888889,48.46041549691185,34.31333333333333,51.18624252311039,34.99694423223835
Iowa,24000.0,62.0,1488000.0,580000.0,1.58,2351000.0,2008,,,31.27777777777778,38.68783068783069,29.357142857142858,46.96187554776512,34.87128712871287
Kansas,10000.0,61.0,610000.0,128000.0,1.55,946000.0,2008,,,35.07692307692308,39.03268641470888,23.80375782881002,45.34750462107209,42.47368421052632
Kentucky,4000.0,39.0,156000.0,27000.0,2.44,381000.0,2008,,,28.4,48.71867407150295,16.983333333333334,44.89718076285241,32.48210922787194
Louisiana,40000.0,77.0,3080000.0,493000.0,1.36,4189000.0,2008,,,34.44565217391305,42.353113059114406,49.833333333333336,46.25390984360626,90.91472868217056
Maine,7000.0,42.0,294000.0,79000.0,1.57,462000.0,2008,,1.5,32.1,36.33705772811918,29.77227722772277,36.93055555555556,42.42857142857143
Michigan,71000.0,73.0,5183000.0,2021000.0,1.44,7464000.0,2008,,3.0,27.925925925925927,44.70132281271757,29.142857142857142,42.21067415730337,77.2463768115942
Minnesota,122000.0,78.0,9516000.0,2569000.0,1.39,13227000.0,2008,,10.5,25.63888888888889,39.26225606853879,21.264957264957264,38.63527110117384,11.138297872340424
Mississippi,14000.0,98.0,1372000.0,110000.0,1.3,1784000.0,2008,,,36.0,49.84531590413943,,45.81269191402252,50.55555555555556
Missouri,11000.0,53.0,583000.0,152000.0,1.68,979000.0,2008,,,20.02112676056338,48.38086124401914,25.20909090909091,50.278390033540965,73.08316430020284
Montana,134000.0,70.0,9380000.0,4596000.0,1.37,12851000.0,2008,,7.911504424778761,22.6,35.59166666666667,20.112130479102955,31.285915492957745,45.592476489028215
Nebraska,36000.0,67.0,2412000.0,1254000.0,1.45,3497000.0,2008,,8.4,,33.631178707224336,31.02392344497608,44.67326732673267,75.11764705882354
Nevada,10000.0,29.0,290000.0,52000.0,1.42,412000.0,2008,,10.207792207792208,42.32407407407408,53.07476635514018,24.398720682302773,40.76,
New Jersey,9000.0,40.0,360000.0,122000.0,1.62,583000.0,2008,,6.495495495495495,36.44918032786885,50.454654414702354,52.16666666666666,52.551863493489,29.696969696969692
New Mexico,6000.0,48.0,288000.0,95000.0,1.48,426000.0,2008,,,36.57627118644068,48.91197822141561,74.55208333333333,23.17716049382716,
New York,50000.0,70.0,3500000.0,1260000.0,1.65,5775000.0,2008,,6.857142857142857,41.88695652173913,41.801273646750325,,49.429754510499855,44.88
North Carolina,12000.0,52.0,624000.0,137000.0,2.18,1360000.0,2008,,,38.47826086956522,53.02837279218339,,47.37283950617284,22.442276422764227
North Dakota,400000.0,90.0,36000000.0,8640000.0,1.36,48960000.0,2008,,,27.686046511627907,36.12383540372671,44.04651162790697,43.583333333333336,22.53982300884956
Ohio,14000.0,53.0,742000.0,371000.0,1.68,1247000.0,2008,,10.096045197740112,35.45945945945946,50.39404656646036,23.568627450980397,51.92116846738696,30.13175675675676
Oregon,50000.0,43.0,2150000.0,1097000.0,1.41,3032000.0,2008,,16.5,32.93333333333333,36.59980139026813,26.714285714285715,36.46841058589567,
Pennsylvania,23000.0,48.0,1104000.0,276000.0,1.65,1822000.0,2008,,7.375,27.47557003257329,50.33781026861612,31.350993377483444,54.54967105263158,43.73241852487136
South Dakota,225000.0,95.0,21375000.0,11970000.0,1.34,28643000.0,2008,,,28.5,37.404183535762485,28.62674961119751,39.10379746835443,38.0
Tennessee,7000.0,61.0,427000.0,149000.0,2.09,892000.0,2008,,,20.17557251908397,53.22080556360475,21.105263157894736,50.33405172413793,49.1374527112232
Texas,77000.0,64.0,4928000.0,1380000.0,1.34,6604000.0,2008,,2.0,38.468503937007874,45.59759445679174,58.77777777777778,44.9025406907503,48.204878048780486
Utah,28000.0,48.0,1344000.0,242000.0,1.57,2110000.0,2008,,82.33333333333333,40.72488038277512,57.55715811965812,65.81818181818181,46.59778911564626,66.5
Vermont,5000.0,66.0,330000.0,119000.0,2.2,726000.0,2008,,7.0,23.45945945945946,38.02708333333333,13.411764705882351,43.42960288808664,22.5
Virginia,6000.0,42.0,252000.0,45000.0,2.42,610000.0,2008,,4.318181818181818,23.50848827809216,48.62120232708468,17.14516129032258,44.53993304638929,29.176646706586823
Washington,49000.0,44.0,2156000.0,862000.0,1.51,3256000.0,2008,,17.0,80.05882352941177,35.39247311827957,36.9054054054054,31.734456389227528,54.75
West Virginia,6000.0,43.0,258000.0,49000.0,2.16,557000.0,2008,,,,44.35342920353983,12.564102564102564,51.90611160318866,55.737430167597765
Wisconsin,58000.0,80.0,4640000.0,2366000.0,1.5,6960000.0,2008,,,28.73913043478261,39.78489660265879,14.228813559322036,53.18535127055306,44.58576051779935
Wyoming,39000.0,61.0,2379000.0,381000.0,1.37,3259000.0,2008,,2.6666666666666665,28.424242424242426,49.03210815378116,29.31496062992126,24.845986984815617,12.0941475826972
Alabama,9000.0,50.0,450000.0,68000.0,1.86,837000.0,2009,,56.75,,38.73049001814882,25.363636363636363,45.634419551934826,44.285714285714285
Arizona,20000.0,52.0,1040000.0,562000.0,1.45,1508000.0,2009,,,50.52054794520548,51.70604147880974,50.32978723404256,35.74349442379182,88.38429752066116
Arkansas,24000.0,57.0,1368000.0,301000.0,1.42,1943000.0,2009,,,28.58974358974359,38.59110042092604,,43.38295788442704,5.973384030418251
California,355000.0,33.0,11715000.0,2109000.0,1.39,16284000.0,2009,,29.3,38.113122171945705,54.96348850717783,74.59142857142857,59.37943403746512,34.0
Colorado,28000.0,53.0,1484000.0,326000.0,1.43,2122000.0,2009,,13.928571428571429,44.95575221238938,48.86843693421847,24.237129485179405,30.057724957555177,40.81818181818182
Florida,170000.0,68.0,11560000.0,1618000.0,1.42,16415000.0,2009,,,41.75,38.5610017409937,18.827272727272728,43.71694438433239,23.208984375
Georgia,65000.0,41.0,2665000.0,346000.0,1.47,3918000.0,2009,,,14.555555555555555,42.56734693877551,22.522727272727277,46.613676907829536,28.13483146067416
Hawaii,10000.0,95.0,950000.0,323000.0,1.76,1672000.0,2009,,,20.666666666666668,32.098214285714285,41.1,23.16551724137931,174.0857908847185
Idaho,103000.0,46.0,4738000.0,1706000.0,1.52,7202000.0,2009,,12.909090909090908,26.25,45.09546925566343,19.82679296346414,29.100401606425702,18.435546875
Illinois,8000.0,34.0,272000.0,57000.0,2.55,694000.0,2009,,10.0,40.0,36.86004056795132,29.65714285714286,50.49917763157895,29.50351288056206
Indiana,9000.0,32.0,288000.0,101000.0,2.02,582000.0,2009,,8.8125,21.147435897435894,43.65106382978723,25.337078651685392,51.19121236777868,29.156199677938808
Iowa,26000.0,42.0,1092000.0,339000.0,1.6,1747000.0,2009,,,25.5,38.55120910384069,27.27906976744186,46.283203125,4.857142857142857
Kansas,9000.0,63.0,567000.0,164000.0,1.85,1049000.0,2009,,,27.9625,38.7970515970516,19.69043151969981,43.55437100213219,48.60869565217392
Kentucky,5000.0,35.0,175000.0,25000.0,2.71,474000.0,2009,,10.0,28.26451612903226,40.53386809269162,16.11864406779661,42.61902897415818,26.486538461538466
Louisiana,37000.0,103.0,3811000.0,610000.0,1.36,5183000.0,2009,,,36.65714285714286,40.85095541401274,45.6,44.23561395559583,93.1818181818182
Maine,6000.0,50.0,300000.0,51000.0,1.95,585000.0,2009,,1.0,30.589473684210525,34.703317182258665,30.144144144144143,39.8141592920354,42.2
Michigan,66000.0,60.0,3960000.0,1505000.0,1.55,6138000.0,2009,,10.666666666666666,31.55555555555556,40.70120637656183,41.0,40.21492204899777,66.55555555555556
Minnesota,122000.0,65.0,7930000.0,1427000.0,1.44,11419000.0,2009,,10.1,25.97560975609756,38.18928054080155,27.61904761904762,37.52327850571508,7.47486033519553
Mississippi,14000.0,104.0,1456000.0,87000.0,1.32,1922000.0,2009,,,17.0,40.90300751879699,,43.998245614035085,20.83333333333333
Missouri,11000.0,47.0,517000.0,57000.0,1.99,1029000.0,2009,,6.0,18.663390663390665,43.58476575665656,26.447698744769877,46.66582406471183,61.4
Montana,146000.0,70.0,10220000.0,3577000.0,1.46,14921000.0,2009,,7.212765957446808,40.708333333333336,38.14705882352941,25.251937984496124,32.617629716981135,36.6514657980456
Nebraska,48000.0,56.0,2688000.0,1102000.0,1.46,3924000.0,2009,,7.625,,34.71671826625387,25.66507177033493,33.0,61.31578947368421
New Jersey,11000.0,32.0,352000.0,70000.0,2.36,831000.0,2009,,5.735042735042735,36.47120418848168,40.875882571534746,54.96551724137931,48.37439143135346,35.370370370370374
New Mexico,7000.0,60.0,420000.0,143000.0,1.59,668000.0,2009,,,32.34782608695652,43.95137763371151,49.81530343007916,22.17018284106892,42.0
New York,45000.0,65.0,2925000.0,936000.0,1.93,5645000.0,2009,,6.466666666666667,36.694189602446485,37.36383333333333,,47.04839233517376,36.37837837837838
North Carolina,11000.0,45.0,495000.0,84000.0,2.57,1272000.0,2009,,,36.8,42.45422781271838,,42.27592768791627,20.66060606060606
North Dakota,450000.0,77.0,34650000.0,7623000.0,1.38,47817000.0,2009,,,25.266666666666666,34.50058892815076,26.8,42.30409356725146,22.80597014925373
Ohio,11000.0,50.0,550000.0,132000.0,2.81,1546000.0,2009,,8.348571428571429,28.689655172413797,43.8977359063972,21.804147465437783,50.770471964501816,26.217943925233644
Oregon,55000.0,34.0,1870000.0,767000.0,1.54,2880000.0,2009,,,28.923076923076923,39.22129086336965,47.833333333333336,35.45006447915174,
Pennsylvania,21000.0,40.0,840000.0,319000.0,2.03,1705000.0,2009,,2.5,29.59621451104101,42.08463385354142,16.373601789709173,51.42343781193851,39.42857142857143
South Dakota,270000.0,66.0,17820000.0,6237000.0,1.42,25304000.0,2009,,,29.714285714285715,36.03661616161616,27.215291750503017,37.87473460721869,
Tennessee,7000.0,51.0,357000.0,86000.0,2.37,846000.0,2009,,14.0,15.54746835443038,42.55687066974596,15.86923076923077,46.934862385321104,35.87826086956522
Texas,89000.0,63.0,5607000.0,1065000.0,1.39,7794000.0,2009,,8.0,35.4212962962963,44.57546027131783,50.625,42.40068428055503,61.45522388059702
Utah,26000.0,38.0,988000.0,198000.0,1.46,1442000.0,2009,,66.0,38.85,52.896963663514185,66.1,49.864908073541166,48.333333333333336
Vermont,5000.0,49.0,245000.0,69000.0,2.01,492000.0,2009,,15.0,21.714285714285715,35.335470085470085,,41.233968804159446,23.5
Virginia,6000.0,39.0,234000.0,56000.0,3.45,807000.0,2009,,4.275862068965517,22.34430176565008,40.381005837449486,14.5207100591716,39.63990719257541,27.857777777777777
Washington,62000.0,44.0,2728000.0,1064000.0,1.58,4310000.0,2009,,17.6,23.0,37.61162079510704,31.520491803278688,31.428868917141603,71.0
West Virginia,5000.0,37.0,185000.0,33000.0,2.6,481000.0,2009,,,,38.681592039801,20.162790697674417,47.78962875662935,55.82332563510393
Wisconsin,63000.0,60.0,3780000.0,1588000.0,1.58,5972000.0,2009,,,31.28,37.45683586513523,17.140845070422536,49.65650969529086,37.63286713286713
Wyoming,37000.0,48.0,1776000.0,391000.0,1.43,2540000.0,2009,,2.0,21.303030303030305,44.82519616390584,27.67803837953092,23.910946196660483,12.960893854748605
Alabama,9000.0,54.0,486000.0,73000.0,2.4,1166000.0,2010,,23.0,,50.47011952191235,21.11242603550296,49.76861167002012,50.0
Arizona,24000.0,77.0,1848000.0,665000.0,1.52,2809000.0,2010,,,49.73972602739726,53.57995735607676,42.29873908826382,30.921232876712327,94.55594405594404
Arkansas,25000.0,60.0,1500000.0,360000.0,1.47,2205000.0,2010,,,36.96,45.368977673325496,,47.453748782862704,6.361788617886178
