state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,yeildpercol,CO,NO2,Ozone,PM10,PM2.5,SO2
Utah,23000.0,38.0,874000.0,315000.0,0.65,568000.0,2001,,19.842364532019705,41.877232142857146,62.35012809564475,32.669291338582674,42.64148681055156,58.89473684210526
Vermont,7000.0,81.0,567000.0,249000.0,0.92,522000.0,2001,,9.666666666666666,23.27699530516432,45.67160493827161,,46.64081632653061,36.05263157894737
Virginia,9000.0,52.0,468000.0,94000.0,1.26,590000.0,2001,,13.58490566037736,29.24236817761332,59.09210836277974,19.345945945945942,53.702275600505686,29.463703703703704
Washington,48000.0,52.0,2496000.0,1048000.0,0.72,1797000.0,2001,,18.65853658536585,39.85294117647059,34.94410361281527,26.214626391096974,40.32376578645236,18.782608695652176
West Virginia,7000.0,65.0,455000.0,410000.0,1.42,646000.0,2001,,12.0,,55.758110415480935,33.09090909090909,58.27758420441347,64.33353401565321
Wisconsin,67000.0,81.0,5427000.0,3419000.0,0.82,4450000.0,2001,,9.632958801498129,38.5,50.556343192373504,15.37837837837838,50.67894736842105,34.0425
Wyoming,38000.0,77.0,2926000.0,468000.0,0.65,1902000.0,2001,,,16.0,51.934156378600825,26.903971119133573,33.32697547683924,
Alabama,12000.0,86.0,1032000.0,103000.0,1.18,1218000.0,2002,,32.68181818181818,,51.89060258249641,31.664804469273744,51.984837545126354,15.454545454545457
Arizona,38000.0,63.0,2394000.0,1197000.0,1.08,2586000.0,2002,,53.5,57.51677852348993,63.33629794330184,47.3089430894309,32.26065162907268,80.71804511278195
Arkansas,45000.0,88.0,3960000.0,871000.0,1.26,4990000.0,2002,,46.0,42.22222222222222,48.52617079889807,52.0,45.88135593220339,9.86387434554974
California,470000.0,50.0,23500000.0,3525000.0,1.32,31020000.0,2002,,46.04,40.074721780604136,64.89340901923683,104.78233830845772,75.00243393602226,74.0125786163522
Colorado,24000.0,60.0,1440000.0,576000.0,1.29,1858000.0,2002,,24.573529411764707,49.37010676156584,53.45843908629442,26.230181086519117,33.82312925170068,62.819047619047616
Florida,220000.0,93.0,20460000.0,2026000.0,1.14,23324000.0,2002,,28.55555555555556,32.31617647058823,39.85607687959299,21.88743882544861,46.58123791102515,53.72719220549158
Georgia,50000.0,52.0,2600000.0,52000.0,1.13,2938000.0,2002,,15.0,28.591160220994475,56.65029761904762,18.962406015037597,52.01899050474763,26.689393939393938
Hawaii,7000.0,136.0,952000.0,29000.0,1.11,1057000.0,2002,,14.090909090909092,23.571428571428573,23.907192575406032,19.44927536231884,24.6158940397351,113.43333333333334
Idaho,100000.0,57.0,5700000.0,1653000.0,1.37,7809000.0,2002,,10.884146341463415,,52.25604551920341,22.671077504725897,37.0870607028754,47.12241054613936
Illinois,9000.0,80.0,720000.0,130000.0,1.47,1058000.0,2002,,19.33333333333333,55.50649350649351,47.60258018276294,29.22977346278317,57.98939393939394,46.85410557184751
Indiana,8000.0,62.0,496000.0,233000.0,1.19,590000.0,2002,,21.40909090909091,23.82389937106918,70.17940876656473,23.825806451612905,54.29890809827116,43.421138211382114
Iowa,33000.0,70.0,2310000.0,901000.0,1.43,3303000.0,2002,,15.714285714285714,32.56410256410256,50.2970802919708,25.88072519083969,46.53639010189229,32.25260960334029
Kansas,17000.0,52.0,884000.0,407000.0,1.5,1326000.0,2002,,25.0,34.1578947368421,43.85808270676692,24.0,46.54545454545455,35.4
Kentucky,5000.0,54.0,270000.0,78000.0,1.63,440000.0,2002,,,25.48006932409012,57.52891997952568,18.04310344827586,52.89360222531293,38.96794081381011
Louisiana,35000.0,124.0,4340000.0,347000.0,1.16,5034000.0,2002,,8.413793103448276,38.49180327868852,41.489664676159855,39.15384615384615,46.468396226415095,68.17030567685589
Maine,11000.0,41.0,451000.0,266000.0,1.21,546000.0,2002,,,28.726744186046517,42.94693456980938,23.33606557377049,31.08421052631579,13.696911196911197
Maryland,3000.0,46.0,138000.0,21000.0,1.96,270000.0,2002,,,39.5,66.324571011318,70.0,55.513966480446925,49.75308641975309
Michigan,72000.0,77.0,5544000.0,1885000.0,1.4,7762000.0,2002,,5.493975903614458,36.0,57.27976190476191,54.391304347826086,47.54707112970711,36.053763440860216
Minnesota,117000.0,73.0,8541000.0,1110000.0,1.47,12555000.0,2002,,8.69010989010989,27.72340425531915,41.36098981077147,26.97560975609756,41.58560794044665,12.813953488372093
Mississippi,18000.0,78.0,1404000.0,281000.0,1.23,1727000.0,2002,,13.176470588235292,15.73076923076923,47.95762213066509,10.5,47.09159584513692,32.9296875
Missouri,18000.0,50.0,900000.0,189000.0,1.42,1278000.0,2002,,28.894736842105264,31.73170731707317,67.34500318268618,48.76504297994269,50.89835018626929,46.17933723196881
Montana,134000.0,63.0,8442000.0,1097000.0,1.38,11650000.0,2002,,13.317666126418152,24.73793103448276,35.183381088825215,21.336748633879782,30.512396694214875,53.48885077186964
Nebraska,43000.0,75.0,3225000.0,1161000.0,1.49,4805000.0,2002,,16.155038759689923,,41.72758620689656,29.97712418300653,37.97466827503016,28.857142857142858
Nevada,9000.0,62.0,558000.0,61000.0,2.67,1490000.0,2002,,26.795454545454547,54.08695652173913,55.29048656499637,32.20942408376963,49.32116788321168,
New Jersey,11000.0,40.0,440000.0,92000.0,1.0,440000.0,2002,,13.193103448275862,43.55158324821246,62.50922978994272,39.0,56.62808145766345,42.223880597014926
New Mexico,11000.0,44.0,484000.0,252000.0,1.1,532000.0,2002,,6.390134529147982,36.21367521367522,55.17313432835821,38.14070351758794,27.19050942079553,64.14583333333333
New York,60000.0,98.0,5880000.0,2470000.0,1.25,7350000.0,2002,,16.068702290076335,42.31798245614035,52.182065217391305,35.75,51.2842278203724,52.888739946380696
North Carolina,16000.0,42.0,672000.0,74000.0,1.41,948000.0,2002,,16.985294117647058,35.3421052631579,65.30671875,18.33333333333333,49.64642375168691,35.0993265993266
North Dakota,320000.0,75.0,24000000.0,8160000.0,1.46,35040000.0,2002,,,9.830985915492958,35.108784473953015,29.05263157894737,30.50936329588015,26.96434108527132
Ohio,18000.0,70.0,1260000.0,504000.0,1.44,1814000.0,2002,,17.62264150943396,39.39393939393939,70.6534912066864,21.24380165289256,56.67422192151556,39.81457871396896
Oklahoma,3000.0,53.0,159000.0,51000.0,1.63,259000.0,2002,,14.88888888888889,28.46417445482866,49.95986622073578,31.126582278481013,47.25342465753425,33.0073664825046
Oregon,43000.0,49.0,2107000.0,885000.0,1.35,2844000.0,2002,,22.827683615819208,25.03703703703704,39.10259917920656,25.772727272727277,38.883017715332926,
Pennsylvania,29000.0,57.0,1653000.0,827000.0,1.34,2215000.0,2002,,24.75,33.126057529610826,69.92410798565226,35.00854700854701,56.5881753312946,57.95201238390093
South Carolina,5000.0,94.0,470000.0,14000.0,1.25,588000.0,2002,,,29.0,56.46023564064801,34.05263157894737,50.44957983193277,47.067669172932334
South Dakota,225000.0,51.0,11475000.0,2410000.0,1.42,16295000.0,2002,,,,52.01913875598086,27.95058823529412,29.04047976011994,10.114285714285714
Tennessee,8000.0,61.0,488000.0,137000.0,1.4,683000.0,2002,,30.4,31.603448275862068,64.5826036193812,26.025641025641026,52.4645390070922,43.78349735049205
Texas,114000.0,67.0,7638000.0,985000.0,1.14,8707000.0,2002,,32.7887323943662,37.81016042780749,50.4709757101688,53.98753894080997,45.5973715651135,58.77322404371585
Utah,22000.0,59.0,1298000.0,208000.0,1.3,1687000.0,2002,,17.485714285714284,43.1376306620209,65.73909324208725,31.536912751677853,45.4246885617214,64.82352941176471
Vermont,7000.0,89.0,623000.0,274000.0,1.2,748000.0,2002,,10.705882352941176,23.348484848484848,43.711069418386494,,49.5686274509804,35.136986301369866
Virginia,8000.0,38.0,304000.0,79000.0,1.9,578000.0,2002,,11.94756554307116,29.8609576427256,63.79378068739771,17.674157303370787,52.0916720464816,28.552352048558426
Washington,50000.0,51.0,2550000.0,561000.0,1.27,3239000.0,2002,,23.00980392156863,40.64102564102564,34.466001247660635,25.919614147909968,42.17600755667506,21.25
West Virginia,9000.0,51.0,459000.0,151000.0,1.32,606000.0,2002,,37.22222222222222,,59.04823331463825,29.0,55.47441860465116,60.5742211362248
Wisconsin,70000.0,95.0,6650000.0,2461000.0,1.34,8911000.0,2002,,9.765217391304349,22.0,51.244582043343655,12.699115044247788,45.627351664254704,36.25355450236967
Wyoming,38000.0,63.0,2394000.0,383000.0,1.33,3184000.0,2002,,2.333333333333333,,52.34204081632653,30.004888268156424,27.095890410958905,62.23529411764706
Alabama,13000.0,82.0,1066000.0,43000.0,1.24,1322000.0,2003,,6.615384615384615,,48.06748466257669,41.14035087719298,53.34368669817691,50.33846153846154
Arizona,35000.0,72.0,2520000.0,983000.0,1.34,3377000.0,2003,,55.833333333333336,55.052023121387286,62.18507202095155,30.24798387096774,35.65384615384615,84.968
Arkansas,40000.0,75.0,3000000.0,810000.0,1.26,3780000.0,2003,,,40.27272727272727,46.52115384615384,,47.99000999000999,9.570342205323191
California,480000.0,67.0,32160000.0,6432000.0,1.39,44702000.0,2003,,36.3448275862069,37.42943437671609,63.84243071990228,157.36062378167642,65.54352596927579,70.8854961832061
Colorado,24000.0,86.0,2064000.0,722000.0,1.4,2890000.0,2003,,22.5906432748538,52.24516129032258,53.47653213751868,24.610013175230566,32.84417040358744,60.3
Florida,210000.0,71.0,14910000.0,1491000.0,1.32,19681000.0,2003,,28.9,36.95652173913044,41.28389781528147,23.23756345177665,45.761558219178085,59.933530280649926
Georgia,52000.0,65.0,3380000.0,270000.0,1.28,4326000.0,2003,,,23.43030303030303,51.34188311688312,20.66923076923077,51.85470085470085,28.181360201511332
Hawaii,7000.0,114.0,798000.0,43000.0,1.45,1157000.0,2003,,18.0,21.545454545454547,24.357142857142858,20.738292011019283,27.78974358974359,127.43523316062176
Idaho,100000.0,46.0,4600000.0,1380000.0,1.33,6118000.0,2003,,19.99346405228758,,49.20169252468265,20.716115261472787,31.12154233025985,43.16696269982238
Illinois,7000.0,60.0,420000.0,252000.0,1.83,769000.0,2003,,17.1875,45.74626865671642,42.09805924412666,23.88294314381271,57.10985178727114,42.81527669524552
Indiana,5000.0,56.0,280000.0,78000.0,1.66,465000.0,2003,,10.30379746835443,27.64114832535885,58.24395318595579,26.41333333333333,54.79174147217236,42.26111791105672
Iowa,32000.0,59.0,1888000.0,868000.0,1.42,2681000.0,2003,,16.6,27.357142857142858,48.95881949210707,26.23308270676692,48.30813953488372,60.5843137254902
Kansas,16000.0,57.0,912000.0,447000.0,1.41,1286000.0,2003,,29.166666666666668,32.1744966442953,48.27253668763103,26.34272300469484,46.74372759856631,42.8421052631579
Kentucky,5000.0,48.0,240000.0,14000.0,1.67,401000.0,2003,,8.5,23.73109243697479,50.170677590032426,17.113636363636363,54.59699453551912,39.34530706836617
Louisiana,34000.0,90.0,3060000.0,275000.0,1.24,3794000.0,2003,,,38.74528301886792,47.40293296089386,32.642857142857146,49.13552453849617,66.49056603773585
Maine,8000.0,33.0,264000.0,145000.0,1.41,372000.0,2003,,,27.582417582417584,40.42582552981765,22.125827814569536,29.978494623655912,15.258883248730964
Maryland,2000.0,42.0,84000.0,21000.0,1.93,162000.0,2003,,27.0,39.23170731707317,51.32347140039448,13.357142857142858,56.50616016427104,56.58571428571429
Michigan,65000.0,74.0,4810000.0,1732000.0,1.41,6782000.0,2003,,5.658634538152611,40.35526315789474,51.42349793237655,60.78947368421053,48.9670626349892,38.7227533460803
Minnesota,120000.0,83.0,9960000.0,1892000.0,1.44,14342000.0,2003,,10.058823529411764,18.16304347826087,45.91089670828604,30.1747572815534,45.25601965601965,20.864
Mississippi,21000.0,69.0,1449000.0,246000.0,1.29,1869000.0,2003,,,10.953488372093023,51.35812837432513,12.5,48.367576243980736,23.705882352941178
Missouri,17000.0,53.0,901000.0,189000.0,1.41,1270000.0,2003,,11.77777777777778,28.7639902676399,59.97423887587822,38.449230769230766,52.19222343921139,48.87224669603524
Montana,145000.0,66.0,9570000.0,1914000.0,1.44,13781000.0,2003,,13.60641891891892,19.82075471698113,37.87562189054727,22.850553505535057,32.629134412385646,46.66126126126126
Nebraska,45000.0,74.0,3330000.0,1299000.0,1.38,4595000.0,2003,,14.939655172413794,,40.99641577060932,29.81845238095238,37.60591715976332,60.35714285714285
Nevada,6000.0,64.0,384000.0,46000.0,2.04,783000.0,2003,,24.327188940092167,64.92,54.2226173541963,23.967078189300413,55.83766233766234,
New Jersey,10000.0,19.0,190000.0,101000.0,1.6,304000.0,2003,,11.04,41.82786885245902,51.05987821380244,45.7,57.45935357492655,44.225531914893615
New Mexico,6000.0,41.0,246000.0,108000.0,1.2,295000.0,2003,,7.961538461538462,23.07558139534884,58.66236559139785,64.06354515050167,24.326829268292684,56.19607843137255
New York,67000.0,72.0,4824000.0,1640000.0,1.36,6561000.0,2003,,15.695384615384617,41.55122655122655,45.71517671517672,24.916666666666668,50.49290176036343,47.51695906432749
North Carolina,10000.0,44.0,440000.0,79000.0,1.92,845000.0,2003,,17.03846153846154,36.60714285714285,54.481734047735024,17.875,49.49085365853659,27.587628865979383
North Dakota,340000.0,87.0,29580000.0,6803000.0,1.36,40229000.0,2003,,,11.153153153153154,36.8724279835391,36.69230769230769,30.691460055096417,25.7373417721519
Ohio,15000.0,50.0,750000.0,278000.0,1.4,1050000.0,2003,,15.633333333333333,43.35897435897436,56.5780889913136,27.67219917012448,57.36973725862615,39.491835040132855
Oklahoma,3000.0,47.0,141000.0,69000.0,1.84,259000.0,2003,,12.22222222222222,27.60606060606061,50.82286212914485,26.829931972789115,49.04849884526559,34.1233552631579
Oregon,42000.0,51.0,2142000.0,964000.0,1.27,2720000.0,2003,,20.409457900807386,28.73584905660377,44.2299605781866,20.402985074626866,34.053682037164485,
Pennsylvania,27000.0,50.0,1350000.0,419000.0,1.44,1944000.0,2003,,17.384615384615383,32.638632162661736,54.29617021276596,36.49295774647887,59.03573503776874,56.354807692307695
South Carolina,4000.0,70.0,280000.0,8000.0,1.89,529000.0,2003,,28.0,20.835365853658537,45.92030947775629,31.690217391304348,50.83056265984655,40.9585798816568
South Dakota,215000.0,70.0,15050000.0,2709000.0,1.43,21522000.0,2003,,,21.17692307692308,47.11526479750779,32.51378446115288,32.87687687687688,39.833333333333336
Tennessee,6000.0,40.0,240000.0,46000.0,1.52,365000.0,2003,,35.0,25.824324324324323,55.1522397094431,20.96,54.47657142857143,53.646998982706
Texas,140000.0,67.0,9380000.0,1126000.0,1.4,13132000.0,2003,,29.970149253731343,37.535,51.1380278096696,57.53886010362695,47.7059686888454,66.31378299120234
Utah,25000.0,57.0,1425000.0,157000.0,1.28,1824000.0,2003,,24.125,39.92217327459618,67.52534965034965,29.83510638297872,33.5055900621118,26.96296296296296
Vermont,7000.0,83.0,581000.0,163000.0,1.96,1139000.0,2003,,8.333333333333334,24.78538812785388,38.651488616462345,26.2,50.34939759036145,50.142857142857146
Virginia,6000.0,37.0,222000.0,69000.0,1.68,373000.0,2003,,10.700729927007298,33.00544959128065,50.97854742827604,16.987951807228917,51.98151460942159,29.955696202531644
Washington,58000.0,56.0,3248000.0,942000.0,1.46,4742000.0,2003,,20.294797687861276,27.647058823529413,43.23289315726291,32.981776765375855,36.38659083074802,68.11764705882354
West Virginia,8000.0,47.0,376000.0,194000.0,1.89,711000.0,2003,,13.0,,47.195035460992905,32.891891891891895,57.19420600858369,62.68632218844985
Wisconsin,74000.0,77.0,5698000.0,2678000.0,1.47,8376000.0,2003,,8.64516129032258,27.75409836065574,50.11422613531048,12.899159663865548,44.28522630230572,26.3542600896861
Wyoming,39000.0,81.0,3159000.0,474000.0,1.41,4454000.0,2003,,2.5,13.134782608695652,54.584219858156025,28.92762186115214,24.523636363636363,52.64516129032258
Alabama,12000.0,87.0,1044000.0,282000.0,1.41,1472000.0,2004,,78.1,,46.52781641168289,30.52298850574713,54.35430038510911,30.76
Arizona,32000.0,55.0,1760000.0,774000.0,1.11,1954000.0,2004,,58.0,51.5177304964539,56.21009134406263,33.57201646090535,31.367924528301888,92.9031141868512
Arkansas,40000.0,57.0,2280000.0,388000.0,0.87,1984000.0,2004,,,37.333333333333336,42.15458515283843,,46.9537688442211,7.020408163265306
California,390000.0,45.0,17550000.0,5792000.0,1.05,18428000.0,2004,,36.82857142857143,36.56400602409639,59.17644772638943,108.50276243093924,64.56470915669357,74.9779411764706
Colorado,23000.0,80.0,1840000.0,791000.0,1.35,2484000.0,2004,,14.523809523809524,45.55593220338983,47.7048140674546,23.053636363636365,33.06951871657754,50.57692307692308
Florida,205000.0,98.0,20090000.0,2009000.0,1.02,20492000.0,2004,,19.03333333333333,42.72727272727273,43.83324993745309,24.377622377622377,49.84750527055517,50.21993127147766
Georgia,63000.0,49.0,3087000.0,648000.0,1.2,3704000.0,2004,,,24.05625,52.135378459486496,17.639344262295083,53.562065841135606,31.22662889518413
Hawaii,8000.0,96.0,768000.0,77000.0,1.59,1221000.0,2004,,15.375,21.0,24.71212121212121,17.43362831858407,20.58796296296296,69.38575667655786
Idaho,100000.0,63.0,6300000.0,2520000.0,1.02,6426000.0,2004,,19.67142857142857,,47.35612535612536,18.863492063492064,32.265863976570124,37.66787658802178
Illinois,7000.0,55.0,385000.0,193000.0,1.86,716000.0,2004,,16.70731707317073,43.77272727272727,36.876503472810434,27.140575079872203,55.90750915750916,42.32789317507418
Indiana,7000.0,59.0,413000.0,145000.0,1.47,607000.0,2004,,13.8375,29.029891304347824,49.16451446280992,27.476793248945143,53.84195672624647,43.1493399339934
Iowa,35000.0,67.0,2345000.0,1337000.0,1.06,2486000.0,2004,,9.0,24.12903225806452,40.34159779614325,26.55735056542811,46.29542097488922,60.87868852459017
Kansas,14000.0,80.0,1120000.0,683000.0,1.18,1322000.0,2004,,29.33333333333333,28.47741935483871,39.30972906403941,19.727777777777774,42.920138888888886,40.97142857142857
Kentucky,5000.0,56.0,280000.0,34000.0,1.96,549000.0,2004,,,24.107142857142858,44.24168126094571,16.84931506849315,52.553713934929405,42.46828752642706
Louisiana,35000.0,98.0,3430000.0,240000.0,0.79,2710000.0,2004,,35.25,38.25301204819277,43.91070195627157,30.63636363636364,47.75898135516144,70.825
Maine,7000.0,31.0,217000.0,37000.0,1.28,278000.0,2004,,,27.54922279792746,37.17086330935252,25.631067961165048,31.70344827586207,20.62809917355372
Michigan,65000.0,67.0,4355000.0,2439000.0,1.16,5052000.0,2004,,6.453608247422681,31.19736842105263,43.516251482799525,59.53333333333333,46.29631635969664,43.55876288659794
Minnesota,135000.0,75.0,10125000.0,1924000.0,1.08,10935000.0,2004,,10.8125,17.120567375886523,37.38123456790124,35.43023255813954,42.95603484031522,17.326829268292684
Mississippi,18000.0,65.0,1170000.0,421000.0,0.79,924000.0,2004,,,16.330188679245282,48.706896551724135,17.666666666666668,49.46765498652291,37.76470588235294
Missouri,16000.0,41.0,656000.0,151000.0,1.36,892000.0,2004,,10.0,24.496402877697843,47.007407407407406,35.876310272536685,47.83487297921478,53.71
Montana,140000.0,77.0,10780000.0,3773000.0,1.08,11642000.0,2004,,14.310626702997276,9.791666666666666,34.98989898989899,21.41324694024478,28.52250712250712,48.109022556390975
Nebraska,51000.0,89.0,4539000.0,2043000.0,1.01,4584000.0,2004,,13.875,,40.36697247706422,29.359375,35.31516587677725,65.94117647058823
Nevada,14000.0,55.0,770000.0,316000.0,1.78,1371000.0,2004,,18.381696428571427,52.72727272727273,53.01793339026473,29.001344086021504,55.41379310344828,
New Jersey,12000.0,27.0,324000.0,45000.0,1.4,454000.0,2004,,11.09032258064516,39.20337301587302,47.73222912353347,34.666666666666664,54.03805899143673,40.49579831932773
New Mexico,8000.0,44.0,352000.0,127000.0,1.19,419000.0,2004,,9.685185185185183,34.0,51.876945885841366,60.03186274509804,20.241779497098648,57.64705882352941
New York,64000.0,67.0,4288000.0,1887000.0,1.36,5832000.0,2004,,13.054054054054054,39.704334365325074,39.91878787878788,25.875,48.3456043956044,43.67943107221007
North Carolina,9000.0,40.0,360000.0,72000.0,1.93,695000.0,2004,,14.019867549668874,33.926829268292686,48.35319666435024,21.83333333333333,51.68319185059423,24.89752252252252
North Dakota,390000.0,78.0,30420000.0,9126000.0,1.05,31941000.0,2004,,,22.85185185185185,32.958693563880885,33.94736842105263,30.9727626459144,29.713493530499075
Ohio,16000.0,58.0,928000.0,353000.0,1.53,1420000.0,2004,,11.47953216374269,42.31372549019608,49.33206831119545,24.890365448504983,55.94797904191617,40.01107808700351
Oregon,42000.0,54.0,2268000.0,1111000.0,1.21,2744000.0,2004,,19.28235294117647,26.6,37.02592087312415,27.12903225806452,35.22407960199005,
Pennsylvania,30000.0,54.0,1620000.0,810000.0,1.42,2300000.0,2004,,13.333333333333334,31.785714285714285,50.77234726688103,33.983050847457626,57.954094644375175,53.78724464374689
South Dakota,215000.0,105.0,22575000.0,13545000.0,1.01,22801000.0,2004,,,20.69148936170213,40.96374045801527,33.6951871657754,32.934265734265736,22.666666666666668
Tennessee,6000.0,54.0,324000.0,91000.0,1.73,561000.0,2004,,25.166666666666668,22.61904761904762,50.35624036979969,20.507462686567163,53.02049622437972,58.38320775026911
Texas,116000.0,76.0,8816000.0,1411000.0,0.97,8552000.0,2004,,30.63888888888889,33.89414414414414,47.3195618526015,47.772602739726025,43.94417606011809,64.83818770226537
Utah,24000.0,70.0,1680000.0,554000.0,1.1,1848000.0,2004,,45.0,40.31758957654724,53.93918053777209,22.96969696969697,56.95958279009127,38.84615384615385
Vermont,6000.0,68.0,408000.0,192000.0,1.51,616000.0,2004,,12.0,23.05855855855856,36.72,16.8,47.66326530612245,40.8688524590164
Virginia,7000.0,38.0,266000.0,69000.0,2.1,559000.0,2004,,6.848780487804878,30.382782475019216,47.389224572004025,16.62987012987013,51.01315097317202,37.0921568627451
Washington,56000.0,63.0,3528000.0,1376000.0,0.98,3457000.0,2004,,19.518716577540108,26.029850746268657,37.441097724230254,29.15357142857143,35.516326821617,35.27272727272727
West Virginia,9000.0,55.0,495000.0,183000.0,1.41,698000.0,2004,,12.2,,40.824984539270254,27.91489361702128,55.9380081300813,63.99552429667519
Wisconsin,68000.0,86.0,5848000.0,2632000.0,1.19,6959000.0,2004,,,32.925233644859816,40.97738531122119,16.182481751824817,45.88541666666666,32.08045977011494
Wyoming,39000.0,75.0,2925000.0,380000.0,1.1,3218000.0,2004,,3.1666666666666665,13.515384615384615,47.78231859883236,27.148658448150837,25.282474226804123,20.83870967741936
Alabama,13000.0,66.0,858000.0,266000.0,1.02,875000.0,2005,,77.48717948717949,,49.90533980582524,31.650887573964496,56.693128752501664,31.228571428571428
Arizona,36000.0,50.0,1800000.0,720000.0,1.04,1872000.0,2005,,64.0,45.48101265822785,59.82334384858044,45.90718562874252,29.275541795665635,78.16326530612245
Arkansas,36000.0,69.0,2484000.0,571000.0,0.97,2409000.0,2005,,,33.111111111111114,50.76124818577649,,54.476248477466505,7.634703196347032
California,400000.0,75.0,30000000.0,9300000.0,0.86,25800000.0,2005,,26.55813953488372,38.096504559270514,55.87307753289996,81.84285714285714,61.33237896928683,42.642857142857146
Colorado,28000.0,70.0,1960000.0,902000.0,0.97,1901000.0,2005,,18.135593220338983,48.018181818181816,52.07059477487493,23.714840379637614,31.88622754491018,49.0
Florida,160000.0,86.0,13760000.0,2477000.0,0.87,11971000.0,2005,,46.5,38.309859154929576,44.74152437515466,23.881152460984392,48.74582262210797,48.91166077738516
Georgia,59000.0,49.0,2891000.0,434000.0,0.89,2573000.0,2005,,,21.79194630872483,56.27683789603199,18.84313725490196,53.44136904761905,35.0
Hawaii,9000.0,131.0,1179000.0,283000.0,1.43,1686000.0,2005,,14.666666666666666,19.83333333333333,23.86021505376344,19.711835334476845,22.240437158469945,65.1310975609756
Idaho,95000.0,37.0,3515000.0,1793000.0,0.8,2812000.0,2005,,17.918367346938776,24.666666666666668,47.98288508557457,20.17489711934156,31.175430940432037,26.53551912568306
Illinois,8000.0,85.0,680000.0,408000.0,1.84,1251000.0,2005,,17.571428571428573,46.41358024691358,45.71802131912059,27.15511551155116,62.33113828786453,42.42165898617512
Indiana,8000.0,64.0,512000.0,189000.0,1.18,604000.0,2005,,10.083333333333334,27.28515625,61.930365001294334,28.91764705882353,58.7038895859473,36.72528883183568
Iowa,28000.0,88.0,2464000.0,1232000.0,1.21,2981000.0,2005,,10.0,29.428571428571427,48.48253741981468,26.996087636932707,51.54933726067747,55.11868686868687
Kansas,16000.0,50.0,800000.0,328000.0,1.05,840000.0,2005,,24.857142857142858,30.7948717948718,47.28149969268593,22.01036269430052,47.26019417475728,24.225
Kentucky,5000.0,50.0,250000.0,40000.0,2.08,520000.0,2005,,,24.04126213592233,54.25860577754714,17.231060606060606,57.17204301075269,40.62619372442019
Louisiana,35000.0,97.0,3395000.0,611000.0,0.72,2444000.0,2005,,33.5,34.93103448275862,52.789332683877255,51.333333333333336,52.18320610687023,78.70348837209302
Maine,8000.0,26.0,208000.0,193000.0,1.66,345000.0,2005,,,37.11570247933884,38.34625105307498,25.428571428571427,42.795918367346935,46.96296296296296
Michigan,65000.0,68.0,4420000.0,2519000.0,0.94,4155000.0,2005,,5.756756756756757,34.107142857142854,54.261805555555554,41.09090909090909,50.21916299559472,40.604395604395606
Minnesota,120000.0,74.0,8880000.0,1598000.0,0.9,7992000.0,2005,,13.214285714285714,26.18421052631579,45.54809948381042,25.125,41.510581121934834,16.560747663551403
Mississippi,16000.0,80.0,1280000.0,346000.0,0.67,858000.0,2005,,,27.96,56.51751487111699,,52.99546338302009,32.666666666666664
Missouri,15000.0,50.0,750000.0,180000.0,1.22,915000.0,2005,,8.0,22.552208835341364,64.83021390374331,39.77916666666667,53.57697283311772,62.2038626609442
Montana,130000.0,67.0,8710000.0,3136000.0,0.86,7491000.0,2005,,12.025839793281651,69.0,36.37551020408164,22.028530670470754,31.36421052631579,49.36923076923077
Nebraska,40000.0,68.0,2720000.0,2530000.0,0.87,2366000.0,2005,,12.864583333333334,,41.27838827838828,33.58387096774194,38.82608695652174,69.25714285714285
Nevada,12000.0,46.0,552000.0,442000.0,3.11,1717000.0,2005,,15.09691629955947,46.73333333333333,53.08550488599349,30.344428364688856,49.14450867052023,
New Jersey,12000.0,32.0,384000.0,104000.0,1.2,461000.0,2005,,9.827338129496402,41.16967871485944,52.73776104073947,50.11111111111112,57.11742424242424,38.609375
New Mexico,7000.0,49.0,343000.0,113000.0,1.03,353000.0,2005,,8.205128205128204,36.1375,52.373711340206185,55.2882096069869,20.382451440053583,65.1842105263158
New York,59000.0,73.0,4307000.0,2283000.0,1.34,5771000.0,2005,,11.95176848874598,40.92005076142132,46.0263765883712,18.0,51.14994232987313,37.45723172628305
North Carolina,10000.0,54.0,540000.0,146000.0,1.88,1015000.0,2005,,12.263157894736842,30.695652173913043,56.17772551654628,17.076923076923077,51.6468739084876,22.363977485928704
North Dakota,370000.0,91.0,33670000.0,8418000.0,0.83,27946000.0,2005,,,24.918367346938776,33.814636283961434,23.875,37.61928934010152,33.96477495107632
Ohio,15000.0,69.0,1035000.0,580000.0,1.4,1449000.0,2005,,10.90829694323144,38.05072463768116,60.498810090433125,28.74418604651163,60.79642058165548,40.18279875106443
Oregon,39000.0,42.0,1638000.0,557000.0,1.08,1769000.0,2005,,16.833333333333332,26.9375,37.22868217054263,25.50943396226415,33.66365222909725,
Pennsylvania,28000.0,56.0,1568000.0,800000.0,1.12,1756000.0,2005,,1.6666666666666667,32.278404163052905,59.43123587038433,35.16379310344828,60.28964654363466,57.08729388942774
South Dakota,220000.0,79.0,17380000.0,11818000.0,0.83,14425000.0,2005,,,25.0625,42.47584320875114,29.585227272727277,40.71635610766045,40.125
Tennessee,7000.0,55.0,385000.0,92000.0,1.67,643000.0,2005,,11.5,24.3125,59.90652503793627,27.686274509803923,56.09684323167469,53.19121140142518
